what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850662127
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850676953
error,log,,,"Core exception while retrieving the content description",1413850677523
error,log,,,"Core exception while retrieving the content description",1413850677525
error,log,,,"Core exception while retrieving the content description",1413850677530
error,log,,,"Core exception while retrieving the content description",1413850677531
error,log,,,"Core exception while retrieving the content description",1413850677532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850678831
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850684741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850701433
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413850713977
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413850716856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850719487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850755440
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850757415
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413850759977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850771623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850779899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413850786508
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1413850792478
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1413850792670
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1413850792826
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1413850797984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413850814375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413850848237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413850857909
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1413850874891
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1413850875071
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1413850875276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413850876530
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1413850881896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413850883531
error,log,,,"Core exception while retrieving the content description",1413850885187
error,log,,,"Core exception while retrieving the content description",1413850885189
error,log,,,"Core exception while retrieving the content description",1413850885194
error,log,,,"Core exception while retrieving the content description",1413850885196
error,log,,,"Core exception while retrieving the content description",1413850885198
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850888844
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850890133
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850892429
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850893079
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850894713
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850894754
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850896132
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850896263
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850896927
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850897004
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850899771
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850904692
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850908572
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1413850911754
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850912398
error,log,,,"Core exception while retrieving the content description",1413850912479
error,log,,,"Core exception while retrieving the content description",1413850912480
error,log,,,"Core exception while retrieving the content description",1413850912482
error,log,,,"Core exception while retrieving the content description",1413850912483
error,log,,,"Core exception while retrieving the content description",1413850912484
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850913823
error,log,,,"Core exception while retrieving the content description",1413850914719
error,log,,,"Core exception while retrieving the content description",1413850914721
error,log,,,"Core exception while retrieving the content description",1413850914723
error,log,,,"Core exception while retrieving the content description",1413850914728
error,log,,,"Core exception while retrieving the content description",1413850914729
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850915054
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1413850932349
error,log,,,"Core exception while retrieving the content description",1413850932684
error,log,,,"Core exception while retrieving the content description",1413850932685
error,log,,,"Core exception while retrieving the content description",1413850932689
error,log,,,"Core exception while retrieving the content description",1413850932691
error,log,,,"Core exception while retrieving the content description",1413850932693
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413850939783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850943111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850949385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850953554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413850963217
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413850977213
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1413851031362
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1413851036075
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1413851036520
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1413851036984
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1413851052533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413851054449
error,log,,,"Core exception while retrieving the content description",1413851055897
error,log,,,"Core exception while retrieving the content description",1413851055900
error,log,,,"Core exception while retrieving the content description",1413851055903
error,log,,,"Core exception while retrieving the content description",1413851055904
error,log,,,"Core exception while retrieving the content description",1413851055905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413852273208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1413852299774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413852299801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413852301471
